station_origin,station_destination,flow_changeA,flow_changeB1,flow_changeB2
Wembley Park,Fulham Broadway,16,6,-8
East Finchley,Bethnal Green,16,6,-7
Finchley Road,Earl's Court,16,2,-7
Greenford,Embankment,16,2,-7
Hanger Lane,Canada Water,16,3,-7
Holborn,Highbury & Islington,16,1,-7
Kennington,Cannon Street,16,3,-7
Leytonstone,West Brompton,16,-1,-7
Morden,Finchley Road,16,2,-7
Notting Hill Gate,Barons Court,16,5,-7
Paddington,Hendon Central,16,0,-7
Redbridge,Euston,16,10,-7
Redbridge,Warren Street,16,8,-7
Russell Square,Moorgate,16,0,-7
Tottenham Hale,Bermondsey,16,1,-7
Turnpike Lane,Kentish Town,16,12,-7
Willesden Junction,Pimlico,16,1,-7
Bayswater,Waterloo,16,5,-6
Brondesbury,Kentish Town West,16,9,-6
Clapham South,Fulham Broadway,16,5,-6
Finchley Road,Pimlico,16,1,-6
Hammersmith,East Acton,16,11,-6
Hanger Lane,St. James's Park,16,6,-6
Harrow-on-the-Hill,Bethnal Green,16,5,-6
King George V,South Quay,16,0,-6
Knightsbridge,Tottenham Court Road,16,19,-6
Northolt,Aldgate East,16,5,-6
Ravenscourt Park,Bond Street,16,3,-6
Shepherd's Bush,Tooting Broadway,16,-3,-6
Wanstead,Euston,16,9,-6
Blackfriars,Regent's Park,16,5,-5
Canning Town,Golders Green,16,4,-5
Canning Town,Manor House,16,-2,-5
Forest Hill,Penge West,16,8,-5
Goldhawk Road,Waterloo,16,3,-5
Harlesden,Moorgate,16,2,-5
Ladbroke Grove,Canada Water,16,1,-5
Ladbroke Grove,St. James's Park,16,3,-5
Lambeth North,Holborn,16,12,-5
Moorgate,Canning Town,16,-3,-5
Newbury Park,Camden Town,16,12,-5
Northfields,Canning Town,16,1,-5
South Wimbledon,Edgware Road,16,3,-5
Waterloo,Stonebridge Park,16,-1,-5
White City,Whitechapel,16,2,-5
Wimbledon Park,Euston,16,2,-5
Archway,St. John's Wood,16,11,-4
Arnos Grove,Shepherd's Bush,16,11,-4
East Ham,Kentish Town,16,6,-4
Epping,Barking,16,20,-4
Finchley Road,Covent Garden,16,6,-4
Harlesden,Tottenham Court Road,16,9,-4
Hatch End,Camden Road,16,3,-4
Honor Oak Park,Homerton,16,2,-4
Island Gardens,Langdon Park,16,6,-4
Kilburn Park,Old Street,16,10,-4
Knightsbridge,Westminster,16,11,-4
Ladbroke Grove,Earl's Court,16,11,-4
Manor House,Bethnal Green,16,5,-4
Northwood Hills,Hammersmith,16,14,-4
Notting Hill Gate,West Hampstead,16,0,-4
Osterley,Highbury & Islington,16,6,-4
Ruislip,Holborn,16,7,-4
Snaresbrook,Warren Street,16,8,-4
Southwark,Great Portland Street,16,2,-4
Stratford,Wimbledon Park,16,-1,-4
Upton Park,Borough,16,2,-4
Walthamstow Central,East Acton,16,7,-4
Wimbledon,Mile End,16,3,-4
Wimbledon Park,Baker Street,16,3,-4
Balham,Holland Park,16,5,-3
Bermondsey,Mile End,16,4,-3
Blackfriars,North Greenwich,16,3,-3
Brockley,Hackney Wick,16,0,-3
Buckhurst Hill,Euston,16,10,-3
Canada Water,Southfields,16,2,-3
Canary Wharf,Caledonian Road,16,0,-3
Canning Town,Colindale,16,1,-3
Clapham South,Mile End,16,3,-3
Dagenham East,Baker Street,16,8,-3
Dagenham Heathway,Finsbury Park,16,8,-3
Debden,Euston,16,11,-3
Debden,Paddington,16,14,-3
Debden,Warren Street,16,10,-3
East Finchley,Wembley Park,16,7,-3
Hampstead Heath,Kentish Town West,16,39,-3
Hanger Lane,Earl's Court,16,14,-3
Harrow & Wealdstone,Canada Water,16,4,-3
Harrow & Wealdstone,Victoria,16,12,-3
Harrow & Wealdstone,Westminster,16,4,-3
Hatton Cross,Moorgate,16,2,-3
Heron Quays,East India,16,-2,-3
Hillingdon,Tottenham Court Road,16,3,-3
Island Gardens,Poplar,16,3,-3
Kensal Green,Canada Water,16,3,-3
Kensal Green,Whitechapel,16,5,-3
Leicester Square,Westminster,16,7,-3
Limehouse,Stratford High Street,16,-3,-3
Manor House,Kentish Town,16,11,-3
North Harrow,South Kensington,16,10,-3
Oakwood,Seven Sisters,16,10,-3
Pontoon Dock,Royal Victoria,16,5,-3
Preston Road,Shepherd's Bush,16,9,-3
Queen's Park,Wembley Park,16,8,-3
Queensway,Goodge Street,16,10,-3
Sudbury Town,Canada Water,16,5,-3
Tooting Bec,Walthamstow Central,16,1,-3
Upminster Bridge,King's Cross St. Pancras,16,9,-3
Upney,Paddington,16,6,-3
Wanstead,West Ham,16,10,-3
Westminster,Chancery Lane,16,12,-3
Blackhorse Road,Kilburn,16,6,-2
Carpenders Park,Imperial Wharf,16,1,-2
Charing Cross,West Brompton,16,0,-2
Clapham High Street,New Cross,16,11,-2
Edmonton Green,Finchley Road & Frognal,16,3,-2
Euston,Warwick Avenue,16,1,-2
Harrow-on-the-Hill,Borough,16,3,-2
Heathrow Terminals 2 & 3,Shepherd's Bush,16,11,-2
Hendon Central,Cannon Street,16,3,-2
Holborn,St. James's Park,16,5,-2
Hoxton,Shepherd's Bush,16,1,-2
Kingsbury,Seven Sisters,16,5,-2
Ladbroke Grove,Marylebone,16,14,-2
Newbury Park,West Hampstead,16,5,-2
Perivale,Whitechapel,16,6,-2
Pinner,Aldgate East,16,8,-2
Ravenscourt Park,Moorgate,16,1,-2
Shepherd's Bush,Belsize Park,16,7,-2
South Ruislip,Baker Street,16,12,-2
South Wimbledon,Notting Hill Gate,16,7,-2
Southgate,West Hampstead,16,6,-2
Stratford,Watford,16,5,-2
Surrey Quays,Caledonian Road & Barnsbury,16,-1,-2
Wembley Park,North Acton,16,14,-2
West Finchley,Piccadilly Circus,16,8,-2
West Ham,Blackwall,16,12,-2
West Ham,Kentish Town,16,4,-2
West Hampstead,Holloway Road,16,2,-2
West Harrow,Highbury & Islington,16,7,-2
Westminster,Vauxhall,16,10,-2
Whitechapel,Homerton,16,3,-2
Whitechapel,Lambeth North,16,0,-2
Willesden Green,Mornington Crescent,16,8,-2
Willesden Junction,Covent Garden,16,6,-2
Aldgate,Leicester Square,16,3,-1
Aldgate East,Charing Cross,16,4,-1
Balham,Ladbroke Grove,16,7,-1
Barbican,Euston,16,5,-1
Belsize Park,Canning Town,16,4,-1
Blackfriars,Hyde Park Corner,16,7,-1
Borough,Blackfriars,16,12,-1
Camden Road,Bethnal Green,16,3,-1
Camden Town,Finsbury Park,16,6,-1
Canada Water,Turnpike Lane,16,1,-1
Carpenders Park,Denmark Hill,16,2,-1
Carpenders Park,Hackney Central,16,1,-1
Colindale,Gunnersbury,16,9,-1
Colindale,Richmond,16,19,-1
Ealing Broadway,Hendon Central,16,7,-1
Earl's Court,Queen's Park,16,6,-1
East Acton,Euston Square,16,10,-1
Edgware Road,Knightsbridge,16,8,-1
Edmonton Green,Hackney Wick,16,2,-1
Enfield Town,Hackney Wick,16,4,-1
Finchley Road,Gunnersbury,16,8,-1
Great Portland Street,Waterloo,16,8,-1
Highbury & Islington,London Fields,16,5,-1
Highbury & Islington,Wembley Central,16,6,-1
Island Gardens,East India,16,4,-1
Kensal Rise,Blackhorse Road,16,1,-1
Ladbroke Grove,High Street Kensington,16,14,-1
Leyton,Willesden Junction,16,4,-1
Moorgate,Goodge Street,16,2,-1
New Cross,Homerton,16,3,-1
North Ealing,Liverpool Street,16,6,-1
Northwood,Shepherd's Bush,16,13,-1
Northwood Hills,Whitechapel,16,7,-1
Oakwood,Canning Town,16,8,-1
Paddington,Ealing Common,16,1,-1
Pinner,Earl's Court,16,8,-1
Queen's Park,Ladbroke Grove,16,18,-1
Queens Road Peckham,West Croydon,16,13,-1
Ruislip Manor,Canada Water,16,5,-1
Shepherd's Bush Market,Canada Water,16,2,-1
South Woodford,West Hampstead,16,4,-1
Southgate,Tower Hill,16,10,-1
Southwark,Bethnal Green,16,4,-1
Stratford,Oakwood,16,4,-1
Tottenham Court Road,Russell Square,16,13,-1
Tufnell Park,Canning Town,16,3,-1
Turnham Green,Aldgate,16,4,-1
Upminster Bridge,Victoria,16,11,-1
Wembley Central,Earl's Court,16,13,-1
West Croydon,Hackney Wick,16,3,-1
West Ham,Lewisham,16,12,-1
West Hampstead,Westbourne Park,16,8,-1
Whitechapel,Belsize Park,16,5,-1
Willesden Green,Wimbledon,16,23,-1
Wood Lane,London Bridge,16,6,-1
Aldgate,Bethnal Green,16,7,0
Aldgate,Canning Town,16,2,0
Archway,Barking,16,6,0
Archway,Willesden Junction,16,9,0
Bank and Monument,Harlesden,16,1,0
Blackfriars,West Hampstead,16,2,0
Bromley-by-Bow,Seven Sisters,16,6,0
Clapham Junction,Clapton,16,6,0
Clapham Junction,Honor Oak Park,16,2,0
Clapton,Richmond,16,12,0
Colliers Wood,Richmond,16,18,0
Dollis Hill,Willesden Junction,16,20,0
East Finchley,Richmond,16,19,0
Elm Park,Walthamstow Central,16,10,0
Euston,Wood Lane,16,2,0
Euston Square,Gloucester Road,16,4,0
Euston Square,White City,16,7,0
Gunnersbury,High Street Kensington,16,15,0
Highams Park,Surrey Quays,16,2,0
Highams Park,Wembley Central,16,10,0
Kenton,Canada Water,16,5,0
Kilburn,Richmond,16,23,0
Leyton Midland Road,Silver Street,16,3,0
London Fields,Clapham Junction,16,17,0
North Greenwich,Kensington,16,4,0
Norwood Junction,Denmark Hill,16,8,0
Peckham Rye,Harlesden,16,2,0
Pinner,White City,16,15,0
Queen's Park,Queensway,16,14,0
Queensbury,Camden Town,16,11,0
Queensway,Barbican,16,5,0
Rayners Lane,Willesden Junction,16,14,0
Richmond,Kensington,16,18,0
Richmond,Putney Bridge,16,13,0
Richmond,West Ham,16,3,0
Shepherd's Bush,Southfields,16,11,0
Southfields,West Ham,16,2,0
Southgate,West Ham,16,4,0
St. James's Park,Pimlico,16,9,0
Uxbridge,Mansion House,16,8,0
Vauxhall,Southfields,16,7,0
Wapping,West Brompton,16,1,0
Warwick Avenue,Marble Arch,16,12,0
Wembley Central,West Brompton,16,9,0
West Ham,Blackhorse Road,16,2,0
West Ham,Crossharbour,16,10,0
West Ruislip,Canada Water,16,9,0
White City,Willesden Junction,16,19,0
White Hart Lane,Dalston Kingsland,16,10,0
Willesden Green,Queen's Park,16,15,0
Willesden Junction,Kentish Town,16,10,0
Wimbledon,Tottenham Hale,16,3,0
Wood Lane,Tottenham Court Road,16,10,0
Wood Lane,Waterloo,16,8,0
Woodgrange Park,Clapham Junction,16,12,0
Woodgrange Park,Gunnersbury,16,2,0
Covent Garden,Tottenham Court Road,16,32,1
Greenford,Old Street,16,10,1
Hendon Central,Regent's Park,16,13,1
Hounslow Central,Gunnersbury,16,22,1
Amersham,Warren Street,16,10,2
Rayners Lane,Temple,16,8,2
Stanmore,Leicester Square,16,9,2
Tooting Bec,Hyde Park Corner,16,8,3
Epping,Temple,16,13,5
South Kenton,Farringdon,16,9,5
Alperton,Chancery Lane,16,12,7
Dagenham Heathway,Goodge Street,16,10,7
Epping,Piccadilly Circus,16,10,7
Stonebridge Park,Tottenham Court Road,16,11,8
Greenford,Piccadilly Circus,16,7,10
South Kenton,Tottenham Court Road,16,9,10
Dollis Hill,Goodge Street,16,13,11
Harrow & Wealdstone,South Kensington,16,13,11
Northolt,Sloane Square,16,10,11
Canons Park,Angel,16,11,12
Queensbury,Angel,16,10,12
Elm Park,Bond Street,16,9,13
Queensbury,Piccadilly Circus,16,6,16
Bromley-by-Bow,Bank and Monument,16,21,19
East Finchley,Marble Arch,16,19,19
Finchley Central,Marble Arch,16,17,20
Harrow & Wealdstone,Chancery Lane,16,11,23
Northolt,Goodge Street,16,10,23
North Harrow,Old Street,16,11,24
Edgware,St. Paul's,16,11,25
Pinner,Angel,16,11,25
Tooting Broadway,Brixton,16,106,39
Southbury,Camden Road,16,24,42
South Harrow,Chancery Lane,16,13,43
Wood Green,Barbican,16,8,46
Northwood,Holborn,16,9,57
Redbridge,Farringdon,16,24,61
Blackhorse Road,Angel,16,5,63
Royal Albert,Cyprus,16,70,75
Dagenham East,Old Street,16,15,77
Tooting Broadway,Chancery Lane,16,19,111
Tooting Broadway,Blackfriars,16,18,249
Green Park,Hyde Park Corner,16,45,312
Southgate,Chancery Lane,16,28,319
Crouch Hill,Upper Holloway,16,138,384
Northolt,Oxford Circus,16,28,456
South Woodford,Snaresbrook,16,161,497
East Acton,White City,16,277,930
Northwick Park,Harrow-on-the-Hill,16,505,1356
Bow Road,Bank and Monument,17,22,-190
Brixton,Holborn,17,55,-156
Southfields,Green Park,17,1,-83
Vauxhall,Tower Hill,17,-31,-80
Hammersmith,Southwark,17,-45,-71
Vauxhall,High Street Kensington,17,-11,-65
Putney Bridge,Oxford Circus,17,11,-60
Forest Gate,Ilford,17,-34,-58
Willesden Green,King's Cross St. Pancras,17,37,-57
Ealing Broadway,Tower Hill,17,-19,-51
Manor House,Baker Street,17,7,-50
Tooting Bec,Baker Street,17,-12,-50
Waterloo,Kilburn,17,-40,-49
Parsons Green,Bond Street,17,-1,-48
Victoria,Putney Bridge,17,-29,-48
Bounds Green,Canary Wharf,17,35,-46
Marylebone,Regent's Park,17,57,-45
Queen's Park,South Kensington,17,17,-44
Warwick Avenue,King's Cross St. Pancras,17,1,-43
Colindale,Vauxhall,17,8,-42
Sloane Square,Euston,17,-9,-41
South Kensington,Moorgate,17,-25,-41
Edgware Road,Victoria,17,-1,-40
Clapham Junction,Finchley Road & Frognal,17,-23,-39
Mile End,Baker Street,17,-12,-39
Blackfriars,Paddington,17,-14,-37
Leyton,Hammersmith,17,-12,-37
Leytonstone,South Kensington,17,-1,-36
Mile End,Vauxhall,17,-8,-36
Stratford,Leyton,17,336,-36
Brixton,Parsons Green,17,-7,-35
Canning Town,Leyton,17,-10,-35
Lancaster Gate,Shepherd's Bush,17,42,-31
Paddington,Bermondsey,17,-19,-31
Shepherd's Bush,Pimlico,17,-14,-31
Highgate,South Kensington,17,10,-30
North Greenwich,Russell Square,17,-15,-30
Chadwell Heath,Gidea Park,17,-20,-29
Parsons Green,Gloucester Road,17,32,-29
Southgate,London Bridge,17,12,-29
Anerley,Shadwell,17,-6,-27
North Greenwich,Camden Town,17,-12,-27
Acton Town,Warren Street,17,-3,-25
Angel,Westminster,17,-10,-25
Barking,Shepherd's Bush,17,2,-25
Highgate,Hammersmith,17,6,-25
Northolt,Vauxhall,17,11,-25
Tooting Broadway,Notting Hill Gate,17,-2,-25
Tooting Broadway,Russell Square,17,0,-25
Westminster,Liverpool Street,17,-5,-25
Manor House,Great Portland Street,17,12,-24
East Putney,White City,17,31,-23
Gants Hill,Embankment,17,-5,-23
Tooting Broadway,North Greenwich,17,5,-22
Colindale,Shepherd's Bush,17,8,-21
Royal Victoria,East India,17,3,-21
Surrey Quays,Hoxton,17,-14,-21
Leyton,Great Portland Street,17,-3,-20
Sloane Square,West Brompton,17,-1,-20
Acton Town,Chancery Lane,17,5,-19
Edgware,St. James's Park,17,1,-19
Harrow-on-the-Hill,Mansion House,17,-4,-19
Northfields,Farringdon,17,2,-19
Southgate,Paddington,17,27,-19
Brixton,South Wimbledon,17,-8,-18
Southgate,St. James's Park,17,3,-18
Leytonstone,Great Portland Street,17,3,-17
Queen's Park,Sloane Square,17,6,-17
Clapham South,Cannon Street,17,-4,-16
Kennington,Baker Street,17,2,-16
Leicester Square,Bank and Monument,17,-5,-16
Pinner,Vauxhall,17,11,-16
Putney Bridge,Baker Street,17,4,-16
Becontree,London Bridge,17,7,-15
Blackhorse Road,Marylebone,17,-1,-15
Caledonian Road,Westminster,17,0,-15
Clapham North,Highbury & Islington,17,-1,-15
Colindale,Finsbury Park,17,4,-15
Ealing Broadway,Bermondsey,17,-4,-15
Edgware,South Kensington,17,14,-15
Clapham South,Russell Square,17,3,-14
East Putney,Barbican,17,-2,-14
Golders Green,Aldgate East,17,6,-14
Kensal Green,Bond Street,17,16,-14
Paddington,Clapham Common,17,-8,-14
Pimlico,Knightsbridge,17,12,-14
Southfields,Great Portland Street,17,3,-14
Wapping,Rotherhithe,17,1,-14
Aldgate East,Euston,17,-2,-13
Dagenham Heathway,Hammersmith,17,8,-13
Hounslow East,Moorgate,17,-3,-13
Kew Gardens,Bond Street,17,6,-13
Liverpool Street,Queen's Park,17,-10,-13
Mile End,Russell Square,17,1,-13
Putney Bridge,Chancery Lane,17,9,-13
Queen's Park,Gloucester Road,17,9,-13
Southfields,Goodge Street,17,5,-13
West Ruislip,Stratford,17,1,-13
Canary Wharf,Mornington Crescent,17,-6,-12
Gloucester Road,Pimlico,17,-1,-12
Golders Green,Temple,17,9,-12
Plaistow,Piccadilly Circus,17,1,-12
Totteridge & Whetstone,Paddington,17,16,-12
Canary Wharf,Tooting Broadway,17,-8,-11
Colindale,Earl's Court,17,3,-11
Gants Hill,Sloane Square,17,8,-11
Highbury & Islington,Harrow-on-the-Hill,17,-6,-11
Queen's Park,Aldgate East,17,3,-11
Totteridge & Whetstone,Westminster,17,3,-11
Wembley Park,Cannon Street,17,-2,-11
Canning Town,Stockwell,17,-5,-10
Kilburn High Road,Willesden Junction,17,10,-10
Langdon Park,Devons Road,17,40,-10
Notting Hill Gate,Angel,17,2,-10
West Brompton,Southwark,17,-5,-10
West Hampstead,Clapham Junction,17,42,-10
West Silvertown,Heron Quays,17,-4,-10
Barking,Marylebone,17,3,-9
Bethnal Green,Finsbury Park,17,1,-9
East Finchley,Marylebone,17,6,-9
Golders Green,Russell Square,17,11,-9
Sloane Square,Barbican,17,0,-9
Uxbridge,St. James's Park,17,6,-9
West Ham,Pimlico,17,-4,-9
White City,St. James's Park,17,2,-9
Brent Cross,Bond Street,17,13,-8
East Ham,Marylebone,17,1,-8
Kentish Town,St. Paul's,17,11,-8
Newbury Park,Finsbury Park,17,10,-8
North Greenwich,Balham,17,-4,-8
North Greenwich,Kentish Town,17,-1,-8
Seven Sisters,Wood Lane,17,3,-8
Shepherd's Bush,Swiss Cottage,17,1,-8
Turnpike Lane,Bethnal Green,17,6,-8
West Hampstead,Ealing Broadway,17,5,-8
Acton Town,Notting Hill Gate,17,9,-7
Arnos Grove,Waterloo,17,14,-7
Clapham Common,Marble Arch,17,14,-7
Finchley Road & Frognal,Shoreditch High Street,17,0,-7
Gloucester Road,Great Portland Street,17,2,-7
Harlesden,Bond Street,17,13,-7
Oxford Circus,Blackfriars,17,5,-7
Alperton,Canary Wharf,17,17,-7
Bond Street,St. James's Park,17,1,-6
Ealing Common,Warren Street,17,3,-6
East Acton,Canada Water,17,1,-6
Embankment,Barbican,17,1,-6
Embankment,Marble Arch,17,7,-6
Euston,Kensington,17,-2,-6
Harold Wood,Maryland,17,-2,-6
High Street Kensington,Highbury & Islington,17,2,-6
Highgate,Knightsbridge,17,16,-6
Kew Gardens,Baker Street,17,6,-6
Notting Hill Gate,Canning Town,17,-2,-6
Parsons Green,Barbican,17,1,-6
Ravenscourt Park,Stratford,17,-4,-6
St. James's Park,Warren Street,17,4,-6
Stratford,Edgware,17,2,-6
Stratford,Mill Hill East,17,0,-6
West Acton,Green Park,17,8,-6
Acton Town,Charing Cross,17,4,-5
Aldgate East,Canning Town,17,0,-5
Bermondsey,Covent Garden,17,6,-5
Blackhorse Road,Richmond,17,16,-5
Bond Street,Highbury & Islington,17,0,-5
Bow Church,Tower Gateway,17,19,-5
Brockley,Caledonian Road & Barnsbury,17,-1,-5
Canary Wharf,Tottenham Hale,17,-3,-5
Colliers Wood,West Hampstead,17,1,-5
Ealing Common,Baker Street,17,4,-5
East Putney,Finsbury Park,17,2,-5
Farringdon,Covent Garden,17,5,-5
Haggerston,Hampstead Heath,17,4,-5
Hounslow Central,Whitechapel,17,3,-5
Hounslow East,Whitechapel,17,4,-5
Ladbroke Grove,Vauxhall,17,8,-5
Lambeth North,Elephant & Castle,17,38,-5
Oxford Circus,Covent Garden,17,12,-5
Perivale,Baker Street,17,11,-5
Putney Bridge,White City,17,24,-5
Royal Oak,Waterloo,17,6,-5
South Wimbledon,Seven Sisters,17,1,-5
Tooting Bec,Bermondsey,17,4,-5
West Hampstead,Holland Park,17,3,-5
West Hampstead,Ladbroke Grove,17,6,-5
West Hampstead,Lancaster Gate,17,8,-5
Westbourne Park,Canada Water,17,1,-5
Willesden Junction,Shoreditch High Street,17,11,-5
Alperton,Westminster,17,6,-4
Barking,Mornington Crescent,17,7,-4
Blackfriars,Seven Sisters,17,-2,-4
Bounds Green,West Hampstead,17,4,-4
Charing Cross,Gloucester Road,17,1,-4
East Ham,Regent's Park,17,7,-4
Edgware Road,Angel,17,8,-4
Finchley Central,Wembley Park,17,8,-4
Gloucester Road,Holland Park,17,11,-4
Hainault,Barking,17,20,-4
Hatton Cross,Waterloo,17,6,-4
Hounslow West,Whitechapel,17,5,-4
Kensal Green,Old Street,17,12,-4
Kentish Town,Barbican,17,11,-4
Lewisham,Abbey Road,17,-2,-4
Marble Arch,Leicester Square,17,10,-4
Mornington Crescent,Liverpool Street,17,6,-4
North Acton,Canning Town,17,2,-4
Notting Hill Gate,Covent Garden,17,6,-4
Notting Hill Gate,Regent's Park,17,10,-4
Shadwell,Star Lane,17,-2,-4
Stratford,Burnt Oak,17,-1,-4
Stratford,Hornchurch,17,1,-4
Victoria,Wembley Central,17,1,-4
Burnt Oak,Mansion House,17,4,-3
Caledonian Road & Barnsbury,Canada Water,17,-1,-3
Chancery Lane,Warren Street,17,11,-3
Ealing Broadway,Hatton Cross,17,21,-3
Ealing Broadway,Stepney Green,17,3,-3
Epping,West Ham,17,7,-3
Highgate,West Brompton,17,4,-3
Kennington,Covent Garden,17,13,-3
Marble Arch,Embankment,17,4,-3
Neasden,Embankment,17,5,-3
Northolt,Tower Hill,17,7,-3
Peckham Rye,West Croydon,17,9,-3
Shepherd's Bush Market,Barons Court,17,17,-3
South Kenton,London Bridge,17,6,-3
Stratford,Alperton,17,3,-3
Totteridge & Whetstone,Canning Town,17,5,-3
Warwick Avenue,Whitechapel,17,2,-3
Wembley Park,Borough,17,4,-3
West Brompton,Pimlico,17,4,-3
West Hampstead,Oval,17,3,-3
Westminster,Warren Street,17,8,-3
Angel,Marylebone,17,7,-2
Arsenal,Embankment,17,4,-2
Balham,Queensway,17,7,-2
Borough,Westminster,17,5,-2
Camden Town,Edgware Road,17,5,-2
Canary Wharf,Blackhorse Road,17,-1,-2
Colliers Wood,Barking,17,6,-2
Croxley,Oxford Circus,17,5,-2
Ealing Broadway,Golders Green,17,13,-2
Fairlop,Moorgate,17,9,-2
Gospel Oak,Shadwell,17,1,-2
Harrow-on-the-Hill,Barons Court,17,5,-2
Highams Park,White Hart Lane,17,7,-2
Highbury & Islington,Highgate,17,6,-2
Kenton,Baker Street,17,9,-2
Kingsbury,Leicester Square,17,9,-2
Lancaster Gate,Regent's Park,17,17,-2
Oxford Circus,Whitechapel,17,1,-2
Redbridge,West Ham,17,10,-2
Ruislip Gardens,Highbury & Islington,17,8,-2
Shadwell,Gospel Oak,17,2,-2
South Kenton,Moorgate,17,3,-2
South Wimbledon,Cannon Street,17,4,-2
Stamford Brook,West Brompton,17,9,-2
Sudbury Town,Vauxhall,17,14,-2
Sudbury Town,Warren Street,17,9,-2
Turnham Green,Barbican,17,4,-2
Wembley Park,Queen's Park,17,16,-2
West Brompton,Goodge Street,17,6,-2
Woodside Park,Finsbury Park,17,9,-2
Acton Town,West Hampstead,17,5,-1
Aldgate,Elephant & Castle,17,5,-1
Alperton,Whitechapel,17,7,-1
Balham,Lancaster Gate,17,12,-1
Bank and Monument,Wood Lane,17,0,-1
Barons Court,Aldgate,17,3,-1
Blackhorse Road,Stepney Green,17,6,-1
Bounds Green,Barking,17,9,-1
Camden Town,Covent Garden,17,11,-1
Chancery Lane,Farringdon,17,11,-1
Ealing Broadway,Chalk Farm,17,9,-1
Earl's Court,Balham,17,1,-1
Epping,Finsbury Park,17,13,-1
Euston,Westbourne Park,17,3,-1
Goldhawk Road,Barons Court,17,18,-1
Harrow & Wealdstone,Whitechapel,17,7,-1
Highbury & Islington,New Cross,17,21,-1
Highbury & Islington,Willesden Green,17,5,-1
Kew Gardens,St. Paul's,17,7,-1
Ladbroke Grove,Blackfriars,17,10,-1
Ladbroke Grove,Leicester Square,17,9,-1
Leytonstone,Kentish Town,17,9,-1
New Cross Gate,Hampstead Heath,17,6,-1
North Acton,Temple,17,8,-1
North Wembley,Highbury & Islington,17,8,-1
Northfields,Charing Cross,17,6,-1
Northfields,Euston Square,17,9,-1
Oxford Circus,Russell Square,17,8,-1
Peckham Rye,Hackney Wick,17,0,-1
Piccadilly Circus,Warren Street,17,11,-1
Plaistow,Charing Cross,17,5,-1
Shepherd's Bush,Maida Vale,17,11,-1
South Harrow,Canada Water,17,7,-1
South Kenton,Hammersmith,17,13,-1
South Ruislip,Canada Water,17,7,-1
South Tottenham,Camden Road,17,23,-1
Southbury,West Hampstead,17,5,-1
Stratford,Rickmansworth,17,6,-1
Waterloo,Goldhawk Road,17,1,-1
Watford,Whitechapel,17,9,-1
Whitechapel,Caledonian Road,17,3,-1
Whitechapel,Willesden Junction,17,3,-1
Acton Central,Barking,17,2,0
Aldgate East,Bethnal Green,17,9,0
Archway,West Ham,17,3,0
Bank and Monument,Bow Church,17,2,0
Bayswater,Chancery Lane,17,9,0
Belsize Park,Edgware Road,17,7,0
Bethnal Green,Tottenham Hale,17,4,0
Brondesbury,Wembley Central,17,9,0
Canary Wharf,Hampstead,17,5,0
Canary Wharf,Kensington,17,3,0
Cannon Street,Canning Town,17,1,0
Chingford,Kensal Rise,17,15,0
Chiswick Park,Farringdon,17,10,0
